productid,productname,productimage1
373419b8-b75b-4421-b6e5-6baf13a60918,Bắp Mỹ,https://firebasestorage.googleapis.com/v0/b/nongsan-3d7a3.appspot.com/o/products%2FB%E1%BA%AFp%20M%E1%BB%B9%2Fee492f14-50c2-4058-9344-373ff0d1b3f0?alt=media&token=fd6403a5-3611-494c-bde3-6965c6fe364e
997fa52b-548d-437e-a183-9ba64cff62ac,Cải Thảo,https://firebasestorage.googleapis.com/v0/b/storgeimage.appspot.com/o/Categories%2FRau%2Fcaithao%2Fcaithao1.jpg?alt=media&token=66c6105a-f624-4d1a-8045-09fa7f202221
878be5be-7ef7-4912-b0a5-fd18f6cd4201,Bí đỏ,https://firebasestorage.googleapis.com/v0/b/storgeimage.appspot.com/o/Product%2F3eaa3597-bd54-4994-99a1-433f2bdce1c1.jpg?alt=media&token=463b0b5c-9bd5-4405-9d81-4351fed47676
cbf585bb-6a0e-4eb7-9c3b-e0b373028fcc,Cải ngọt,https://bizweb.dktcdn.net/100/164/964/files/tac-dung-cua-rau-cai-ngot-voi-suc-khoe-con-nguoi-nhu-the-nao.jpg?v=1599216211805
3854e48e-b69c-4ab6-ae4b-99f28650b4e1,Nho Mỹ,https://firebasestorage.googleapis.com/v0/b/storgeimage.appspot.com/o/Product%2FNhomy%2Fnho-khong-hat-den-my.jpg?alt=media&token=1cfdd125-ddeb-40ac-9ac1-76c2495ca594
3c59ef98-feae-442d-85f1-39285e665a17,Nho Mỹ,https://firebasestorage.googleapis.com/v0/b/storgeimage.appspot.com/o/Product%2FNhomy%2Fimages.jpg?alt=media&token=163e3435-150c-4f22-b499-ccdc478e0ec6
20955018-a13b-4e52-afd0-ede45b7a417f,Bắp nếp,https://firebasestorage.googleapis.com/v0/b/nongsan-3d7a3.appspot.com/o/products%2FB%E1%BA%AFp%20n%E1%BA%BFp%2F0396659f-38c3-4a9d-9275-88e264b6b719?alt=media&token=1f6fc82b-1313-4864-a665-b8be93e5d992
71694d49-0fd5-47f8-ba53-3ba5beb8ebce,Đậu xanh,https://firebasestorage.googleapis.com/v0/b/nongsan-3d7a3.appspot.com/o/products%2F%C4%90%E1%BA%ADu%20xanh%2F6bc433ef-1323-4db6-869a-f2eb4cc98477?alt=media&token=03898e27-8207-49dd-a7ee-c191d887b453
793e3062-fda8-4ebe-bec3-82c0e6e479f9,Bạc hà,https://th.bing.com/th/id/OIP.utBpA8QVaIEORY45BnAqwgHaE_?rs=1&pid=ImgDetMain
de77e80f-9035-4149-b2c0-be762d2012bf,Hành lá,https://firebasestorage.googleapis.com/v0/b/storgeimage.appspot.com/o/Product%2F-0-----nh------i-di---n-eva-1656640882-27-width640height480_schema_article.jpg?alt=media&token=b7d62730-da83-488d-bc98-25f421c3ed2b
2fc69a3e-4eaa-4f83-816e-86e208e1080f,Bí đỏ,https://firebasestorage.googleapis.com/v0/b/storgeimage.appspot.com/o/Product%2Fbi-do-ho-lo-hc_4b09542bba49493d808d642fed983deb_master_e5ea2249d40c49c4adda7670bf3d8406_1024x1024.webp?alt=media&token=023adcea-1419-4349-bbb5-9bfd76d2a6de
4fdbc9d0-775d-47f7-a49b-14472af06506,Bí đỏ,https://firebasestorage.googleapis.com/v0/b/storgeimage.appspot.com/o/Product%2Funnamed.jpg?alt=media&token=c96cc24e-54a7-4ab5-b2c9-303f989e0030
f0bb7ae4-e6ef-4d01-95ae-4227920d52b3,Dưa Chuột,https://th.bing.com/th/id/OIP.clKpl_5160T2Y2Ozu8sKCgHaE8?w=750&h=500&rs=1&pid=ImgDetMain
0bcba2bf-abd4-4f27-9703-a96c4def237a,Rau húng quế,https://th.bing.com/th/id/OIP.cruQhBf_NFKcHs-IHFEJfwHaHa?w=550&h=550&rs=1&pid=ImgDetMain
9bef9087-6d9c-4bd7-8248-b96202905dcd, Rau tần ô,https://firebasestorage.googleapis.com/v0/b/nongsan-3d7a3.appspot.com/o/products%2F%20Rau%20t%E1%BA%A7n%20%C3%B4%2Fc33a7def-1eab-4549-b4b6-64ae91b9c46a?alt=media&token=00ed3bb6-e8d2-4b76-a08a-1401f44c439e
abecbec8-7832-40e8-95e3-3bbafd24b73f,Nho Mỹ,https://firebasestorage.googleapis.com/v0/b/storgeimage.appspot.com/o/Product%2FNhomy%2F176334586_2780710228925832_1031098562861576247_n.jpg?alt=media&token=7281dcba-f236-4051-a453-72f7beadb8b1
c69cd8ff-0939-4b5e-8861-867ac4ed7298,Xoài Keo,https://foody24h.vn/uploads/collections/xoai-keo-9499-2021-11-181.jpg
92527e2a-ed91-4d1e-bede-46028b75a1a3,Cam sành,https://firebasestorage.googleapis.com/v0/b/storgeimage.appspot.com/o/Product%2FNhomy%2Fimages%20(1).jpg?alt=media&token=8bd1f6af-ac84-4356-b904-f861aa87ca67
7abda2b1-1aa6-4e94-954f-574a7a9b5c7b,Rau cải ngồng ,https://thucphamdongxanh.com/wp-content/uploads/2019/09/20190406102352H%E1%BA%A1t-gi%E1%BB%91ng-c%E1%BA%A3i-ng%E1%BB%93ng.jpg
c35ac233-cca3-4666-86b8-afaa54d074ba,Rau húng quế,https://firebasestorage.googleapis.com/v0/b/nongsan-3d7a3.appspot.com/o/products%2FRau%20h%C3%BAng%20qu%E1%BA%BF%2F86bb11e7-4629-4fd0-8ac3-f0df7f44426d?alt=media&token=97f87643-d505-448a-97d2-4ca59b061db8
0ab7dc44-b6d7-4e06-b2d7-54cd4115ee22,Cà rốt đỏ,https://th.bing.com/th/id/R.1f2872b5f7d8d982ef8bd27482f6de5a?rik=unylZciaWgsDgg&pid=ImgRaw&r=0
0552d60c-8b38-4dd5-95be-c152645c4d5a,Giá đỗ,https://firebasestorage.googleapis.com/v0/b/nongsan-3d7a3.appspot.com/o/products%2FGi%C3%A1%20%C4%91%E1%BB%97%2Fbf6d186b-3aa8-4aaf-beae-f8e49091dd48?alt=media&token=7683a011-f554-4153-957c-c67996eea044
10ba22c6-04ff-459a-b8a4-b0d2e0438956,Sả cây,https://firebasestorage.googleapis.com/v0/b/nongsan-3d7a3.appspot.com/o/products%2FS%E1%BA%A3%20c%C3%A2y%2F1b8008ac-bca5-4ea5-a2ee-2cd19cc0c954?alt=media&token=1b1638cf-8702-4eb1-b523-892a1d11111e
ac9cf104-d861-4f46-83ff-b218f1ee1f89,Su su,https://firebasestorage.googleapis.com/v0/b/nongsan-3d7a3.appspot.com/o/products%2FSu%20su%2F771593e9-f67e-4e06-8b66-14a4814cee81?alt=media&token=627271ec-49dd-4881-895e-cf01d9f373a6
0704609b-65b9-4ca9-857d-b9f5ed9ef750,Ớt xiêm xanh,https://firebasestorage.googleapis.com/v0/b/nongsan-3d7a3.appspot.com/o/products%2F%E1%BB%9At%20xi%C3%AAm%20xanh%2Fd0e984ca-d99b-4bb7-b2d1-591173e99736?alt=media&token=f21376c2-735e-47a5-80b9-e643fc18583e
ad8f9da9-7062-472e-9893-52a4c999a664,Khoai môn,https://firebasestorage.googleapis.com/v0/b/nongsan-3d7a3.appspot.com/o/products%2FKhoai%20m%C3%B4n%2F160ed3ec-dffe-4007-873a-37f080a347ce?alt=media&token=00654f0b-3ebf-4486-84e3-7b53a80ba1fa
d70d9dbd-eb54-4888-875f-4da384a5a0a5,Khoai mỡ,https://firebasestorage.googleapis.com/v0/b/nongsan-3d7a3.appspot.com/o/products%2FKhoai%20m%E1%BB%A1%2Fb44e15bd-286e-4533-9f5b-0f24ec751003?alt=media&token=faec9605-bd53-4782-87b1-df0cd0580c3b
bb049c61-90d8-409c-ab84-baa8444a4fe0,Nấm hương,https://firebasestorage.googleapis.com/v0/b/nongsan-3d7a3.appspot.com/o/products%2FN%E1%BA%A5m%20h%C6%B0%C6%A1ng%2F842b6e4c-d191-4865-95c1-b39755cf47dc?alt=media&token=7d307a67-b563-4a34-a291-25ca638f7b2f
aee7e386-fe84-4b16-8b65-4d844e686ce5,Nấm đùi gà,https://firebasestorage.googleapis.com/v0/b/nongsan-3d7a3.appspot.com/o/products%2FN%E1%BA%A5m%20%C4%91%C3%B9i%20g%C3%A0%2F098dcab5-b329-4c6a-90c7-7354001c61d9?alt=media&token=bcc99709-96de-4b15-9f21-f356ee1c659f
177968e0-43e0-4917-95b2-64f6e26d2e25,Nấm đông cô,https://firebasestorage.googleapis.com/v0/b/nongsan-3d7a3.appspot.com/o/products%2FN%E1%BA%A5m%20%C4%91%C3%B4ng%20c%C3%B4%2F637a208e-3905-4e69-bdc0-9c2af3fdbea9?alt=media&token=c70c0747-7367-4e07-a7e3-1347063165f8
124b6214-1b3a-4649-9f0d-b9c690a70e66,Nấm mèo đen,https://firebasestorage.googleapis.com/v0/b/nongsan-3d7a3.appspot.com/o/products%2FN%E1%BA%A5m%20m%C3%A8o%20%C4%91en%2F7d0b7995-a2f7-48f1-a3eb-a3cdbdf57f92?alt=media&token=77bb067e-fa41-4b40-aa02-f8955a27bf87
a85e7c1e-115f-4f55-a4e5-dd6ce73fd290,Rau lang,https://firebasestorage.googleapis.com/v0/b/nongsan-3d7a3.appspot.com/o/products%2FRau%20lang%2Fdfcfc2df-8402-4e88-bce9-7f9c4a513889?alt=media&token=08d23dc7-d83d-4de2-8dab-6a6b1ef2bd16
db3696a1-0136-4c07-a4cb-a206e724cfe6,Xà lách xoong,https://firebasestorage.googleapis.com/v0/b/nongsan-3d7a3.appspot.com/o/products%2FX%C3%A0%20l%C3%A1ch%20xoong%2F0bbb1486-ba61-4418-a0d9-4d8a567cc5f0?alt=media&token=9fb44894-793d-4b85-aaa7-a583bf533448
b9e205bb-0b77-427d-a59d-008eaee578ca,Rau diếp cá,https://firebasestorage.googleapis.com/v0/b/nongsan-3d7a3.appspot.com/o/products%2FRau%20di%E1%BA%BFp%20c%C3%A1%2F94faec4c-b54e-475b-9981-a95afb7eb959?alt=media&token=33edc9f6-2577-4aec-9e8e-179f9839b389
485a8f26-f2fe-4e74-9c0f-7f16bf65a9e8,Bắp cải,https://firebasestorage.googleapis.com/v0/b/nongsan-3d7a3.appspot.com/o/products%2FB%E1%BA%AFp%20c%E1%BA%A3i%2Fbdab327d-3693-4e7e-8d90-a566ac3da432?alt=media&token=7551042f-4367-449f-b54e-52ecb7327c64
0adf1bbd-9d32-43a9-a6af-e1ba5ddbdf4e,Cải ngọt,https://cdn.tgdd.vn/Files/2020/06/29/1266434/loi-ich-cua-cai-ngot-doi-voi-suc-khoe-202201060105487684.jpeg
ec2fa345-6c98-4539-818b-019518468e46,Mướp hương,https://firebasestorage.googleapis.com/v0/b/nongsan-3d7a3.appspot.com/o/products%2FM%C6%B0%E1%BB%9Bp%20h%C6%B0%C6%A1ng%2F44f00c07-d150-4d48-a57b-53e8bcae9ffe?alt=media&token=ad0eaffc-6cca-4368-9a42-64f3ab9d9a17
301d330c-7c93-4d98-afe6-f495b8f38552,Rau húng quế,https://cdn.tgdd.vn/Products/Images/8820/223351/bhx/rau-hung-que-tui-50g-202011111025460004.jpg
4f375901-b00e-49e5-9c77-eb0a598dd6ba,Rau húng quế,https://th.bing.com/th/id/OIP.OiMIevr0DB3mqKbtDQ2GIwHaFl?w=626&h=472&rs=1&pid=ImgDetMain
e7105aee-0637-4191-adce-c424c573408f,Rau húng quế,https://www.epicgardening.com/wp-content/uploads/2023/09/basket-of-organic-basil-leaves.jpg
063c670e-811e-4b5a-93ff-89c1af30ef33,Bí Xanh,https://th.bing.com/th/id/OIP.tTkwh8IjwtnCZnzrrJgI4wHaEL?rs=1&pid=ImgDetMain
9713b024-ec7a-4d46-a57a-29842c4df02e,Khoai tây,https://th.bing.com/th/id/R.aa673e4f2ae66e0e54d7065ee75522bd?rik=F4I1o%2bLu0eTf%2bg&riu=http%3a%2f%2fsamtuoingoclinh.com%2fuploads%2fsuc-khoe%2f2017_04%2fkhoai-tay-4.jpg&ehk=rnGLlxGSdqb%2fYknFbIntI1dYP05D6BW7EZGDzzvtxZg%3d&risl=&pid=ImgRaw&r=0
7148f50f-8161-499d-8447-25a280ca2bbd,Cà rốt đỏ,https://th.bing.com/th/id/OIP.1-EKlSyO4C9nfDVL7Tkg0QHaE8?rs=1&pid=ImgDetMain
0aefea5a-03b3-44e5-9a69-03b727d22dfa,Cà rốt đỏ,https://th.bing.com/th/id/OIP.kUcSmhgviTv_qo39G2ZHVgHaEJ?rs=1&pid=ImgDetMain
edeb67be-7462-4217-933a-328ca1ce611a,Cải Bẹ Xanh,https://th.bing.com/th/id/OIP.XlE53i1ArPasu2cBBuYhrQHaFC?rs=1&pid=ImgDetMain
bfa825ec-c0dc-4cb7-8e71-e56351a93406,Rau mồng tơi,https://th.bing.com/th/id/R.40f3c4be90e62b2f956c520460c49d90?rik=jdR7GFS9wCKdIA&pid=ImgRaw&r=0
75e094a1-bd7c-4dd9-a8c9-e4e28ac625bb,Rau mồng tơi,https://th.bing.com/th/id/R.d3629ae9d495328d6b732306388620bc?rik=tqvEeq9jMeqzkg&pid=ImgRaw&r=0
b22da9ef-9a0f-4936-9440-aa4fb45dfb48,Cỏ ngọt,https://firebasestorage.googleapis.com/v0/b/nongsan-3d7a3.appspot.com/o/products%2FC%E1%BB%8F%20ng%E1%BB%8Dt%2F36d767f2-56cb-4b35-8468-0f46d8cbf656?alt=media&token=02362e07-04f7-4d31-be76-2c6c720a1c63
c5598931-19f2-4588-8f61-094d038c7269,Rau mồng tơi,https://th.bing.com/th/id/OIP.P6lDS-yDsina8J_EIoYQggHaHA?rs=1&pid=ImgDetMain
8e991b5f-b25e-44d3-a883-78f4f0384a05,Dưa hấu đỏ,https://firebasestorage.googleapis.com/v0/b/nongsan-3d7a3.appspot.com/o/products%2FD%C6%B0a%20h%E1%BA%A5u%20%C4%91%E1%BB%8F%2Fb2801d75-6b9a-456d-8651-eb98de4b17d2?alt=media&token=4d759829-a61d-44e9-8c74-665f2116ce7a
b8fe1fc1-e6c0-4c7f-beb9-801851d68a5b,Đinh lăng,https://firebasestorage.googleapis.com/v0/b/nongsan-3d7a3.appspot.com/o/products%2F%C4%90inh%20l%C4%83ng%2F5182f063-1cc8-41c1-8e50-ae0684ca32a2?alt=media&token=0900b7ab-d4fd-4550-8283-bc4762886b93
f5943e14-3c6e-46fb-a01d-fab1712c0421,Dưa lưới,https://firebasestorage.googleapis.com/v0/b/nongsan-3d7a3.appspot.com/o/products%2FD%C6%B0a%20l%C6%B0%E1%BB%9Bi%2Fca441828-1c1b-4138-bdf5-6cb5462ef286?alt=media&token=ef42a582-3fce-48de-a920-f67e8593bdfc
c47a943f-1ffc-4246-a43a-3c23ec599115,Chanh dây,https://firebasestorage.googleapis.com/v0/b/nongsan-3d7a3.appspot.com/o/products%2FChanh%20d%C3%A2y%2Fce0352e5-a6fe-4788-969e-64e9225ac5a5?alt=media&token=4cf0876b-1d92-479f-a171-7edb3f34495d
0d7ec92b-4140-4a1f-afcf-2b842938d50e,Rau má,https://firebasestorage.googleapis.com/v0/b/nongsan-3d7a3.appspot.com/o/products%2FRau%20m%C3%A1%2F25b3738d-e179-4a97-adf1-1d94655748bd?alt=media&token=91ffb8ae-b884-489c-a050-977726d89d83
18e7fd6b-a0fb-4017-8689-21a9ee7020cc,Dưa Chuột,https://th.bing.com/th/id/OIP.mLGWLg7Cgwh_cZMtwOhEugHaDt?w=1400&h=700&rs=1&pid=ImgDetMain
91ab155e-8de9-4e11-819c-619e3e3a2b80,Rau mồng tơi,https://th.bing.com/th/id/OIP.VYyLfxkFtDcMkVVZ94GdVwHaEp?w=1170&h=734&rs=1&pid=ImgDetMain
1809e731-c2cb-4155-8036-dd52131e92a2,Rau răm,https://firebasestorage.googleapis.com/v0/b/nongsan-3d7a3.appspot.com/o/products%2FRau%20r%C4%83m%2Fb27d8694-6efa-4fe6-afee-362ac7b7d76a?alt=media&token=51def3f2-b125-4d72-b58e-c925695ba2c5
7286579f-c9fb-4fbb-be0c-0c6293e95ce9,Hành tây,https://firebasestorage.googleapis.com/v0/b/nongsan-3d7a3.appspot.com/o/products%2FH%C3%A0nh%20t%C3%A2y%2F65011215-1a40-41cf-9daa-2f6b9dc3ee1f?alt=media&token=f0f662c6-466e-47b1-b4d6-ba86a7c5dcc6
a5612187-6268-4a5a-8d31-5b03e1c73e49,Cải Bẹ Xanh,https://th.bing.com/th/id/R.1c0a6f3dfd7f26d039324fb8f9684416?rik=qXGfKGJEeJvSnw&pid=ImgRaw&r=0
5dedae03-b9c1-442e-aefe-6170e7a2aa6b,Rau muống,https://firebasestorage.googleapis.com/v0/b/nongsan-3d7a3.appspot.com/o/products%2FRau%20mu%E1%BB%91ng%2F078e851d-8bfb-40a9-a9cd-77ed67eb465a?alt=media&token=4432c515-b77d-4e49-b269-297a9c045fe6
9efb3a6b-7c00-44e8-ae77-af67b604f973,Ớt xiêm,https://firebasestorage.googleapis.com/v0/b/nongsan-3d7a3.appspot.com/o/products%2F%E1%BB%9At%20xi%C3%AAm%2F3f89b328-9c79-4394-9ae9-f1db5facef05?alt=media&token=d47fdb29-60c4-4264-952b-49c5490bf80d
9707b860-f329-419d-acb2-9113a142b7f2,Cà chua,https://firebasestorage.googleapis.com/v0/b/nongsan-3d7a3.appspot.com/o/products%2FC%C3%A0%20chua%2F5b2cbe3f-bac9-4fd8-8d0f-7e21399e88dc?alt=media&token=7ecda4c6-3eef-423a-b455-082ced21b997
e639b464-6d0a-4a96-a45b-d5ce23ccd3d8,Cải ngọt,https://chotaigia.com.vn/public/images/images/san-pham/rau/cai-ngot.jpg
f0e54b90-057e-4c7c-8e66-1b7fbfc0276d,Bí đỏ,https://firebasestorage.googleapis.com/v0/b/storgeimage.appspot.com/o/Product%2Fimages%20(2).jpg?alt=media&token=77777ba6-08f4-4509-96db-9f1e7a2d7cdc
fbb8ce28-fbcb-48b8-bffb-d2d5c43ee142,Mãng Cầu Xiêm,https://firebasestorage.googleapis.com/v0/b/storgeimage.appspot.com/o/Product%2Fdownload%20(1).jpg?alt=media&token=179a76f8-d500-4a3d-bdaf-b00926bb3be2
cfd0f7a0-8a74-4cce-8f07-f499ad31b3f5,Khoai tây,https://th.bing.com/th/id/OIP.G6afy3B2-lIgaKepOgExggHaEp?rs=1&pid=ImgDetMain
96704e75-69ab-46f5-b2f5-d934baa205ee,Mãng Cầu Xiêm,https://traicayvietflorida.com/wp-content/uploads/2021/09/soursop-traicayvietflorida-item-1.jpg
92cb63c7-2400-4c26-8b7e-40aa0228ef74,Bí đỏ,https://firebasestorage.googleapis.com/v0/b/storgeimage.appspot.com/o/Product%2Fimages%20(3).jpg?alt=media&token=9a5a35c1-16ca-4ba0-9a9d-ef9aadb4e808
bba9b794-28b8-4638-b8c8-47629c429733,Bí Xanh,https://th.bing.com/th/id/OIP.eGAEmkMBTu-NpzSmnlUf4QHaHa?w=800&h=800&rs=1&pid=ImgDetMain
f30b9771-0d97-4ffd-98be-6acf59273a15,Rau cải ngồng ,https://firebasestorage.googleapis.com/v0/b/storgeimage.appspot.com/o/Categories%2FRau%2Fcaingong%2Fcaingong1.jpg?alt=media&token=379edac4-a2f0-4857-ab2d-a3232cb80cf1
1e72998a-7b8b-4315-adf7-91fa9121ffa6,Cải Bẹ Xanh,https://nld.mediacdn.vn/2016/img-3305-1474855577022.jpg
87bac591-c1e2-4d26-bd58-e1c64e9733a9,Cải ngọt,https://phunongseeds.com/wp-content/uploads/2021/02/cai-ngot-2-1.jpg
a89617f7-ceb2-45d4-9647-57720450407d,Nấm kim châm,https://firebasestorage.googleapis.com/v0/b/nongsan-3d7a3.appspot.com/o/products%2FN%E1%BA%A5m%20kim%20ch%C3%A2m%2Fd06731df-f816-4e4d-98f2-c9a5d0146b74?alt=media&token=b53dd8f1-b6c4-438a-a1dc-f321eb1f2af2
9fed2633-01b1-406e-9031-829b0d1b3cfc,Nấm rơm,https://firebasestorage.googleapis.com/v0/b/nongsan-3d7a3.appspot.com/o/products%2FN%E1%BA%A5m%20r%C6%A1m%2Fc1d55d97-1d75-43a4-bfa2-7fe1a3f4eb51?alt=media&token=587a1506-c4d8-4020-9793-f0a9b7b25381
4e62bed0-f564-42c9-9593-3a050dbd90fa,Cải Bó Xôi,https://firebasestorage.googleapis.com/v0/b/storgeimage.appspot.com/o/Categories%2FRau%2Fcaiboxoi%2FBeFunky-collage-2021-06-03T095805.928-1200x676.jpg?alt=media&token=c011b83d-74a2-4da5-bbf7-a232af62f4fe
7ece191f-5a12-468b-aa29-dca3b690fd9c,Cỏ ngọt,https://firebasestorage.googleapis.com/v0/b/nongsan-3d7a3.appspot.com/o/products%2FC%E1%BB%8F%20ng%E1%BB%8Dt%2F36d767f2-56cb-4b35-8468-0f46d8cbf656?alt=media&token=02362e07-04f7-4d31-be76-2c6c720a1c63
5588b666-2f4b-4d9c-99da-7fcf62fcb18a,Bí Xanh,https://firebasestorage.googleapis.com/v0/b/storgeimage.appspot.com/o/Categories%2FCu%2Fbixanh%2Fbi-xanh-trai-dai_(1).jpg?alt=media&token=b552efbb-94ed-42a8-ba4b-c01ede88c799
f4e7cca5-7bcb-4133-8572-328da7c75fba,Dưa Chuột,https://victoryseeds.com/cdn/shop/files/munchercucumber.png?v=1700717259&width=1946
f77d63b0-335c-49fe-b1e1-5bfaeb2815ac,Cải Thảo,https://cdn.tgdd.vn/2021/05/CookProduct/thumb1-1200x676.jpg
e24af3cd-fc9f-400c-8c76-8aba05a803b5,Cải Bẹ Xanh,https://th.bing.com/th/id/R.7f63412c222a5c8ae1f773df37ddf617?rik=ROXrQyRjLvEjRQ&pid=ImgRaw&r=0
fb3e75a3-4e51-4ff6-b295-408714d4f03d,Nho Mỹ,https://firebasestorage.googleapis.com/v0/b/storgeimage.appspot.com/o/Categories%2FQua%2Fnhomy%2Fcay-nho-My-1.jpg?alt=media&token=0ca65445-2158-43e1-ae82-a6364bbbc1d8
771df843-38b4-45ac-bbe2-1ea482b77860,Nấm rơm,https://firebasestorage.googleapis.com/v0/b/storgeimage.appspot.com/o/Categories%2FNam%2Fnamrom%2Fnam-rom-tuoi-85771604023899.jpg?alt=media&token=a4420805-a268-4365-b3c2-3470cce58d5f
a3ef4a9b-0c76-48c0-95da-dfb895bcfce8,Rau dền xanh,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTgD2KlI2YsPH2tp-qYmOAu02_z7z6i0GDxfg&s
c38eadaf-8424-4f27-bb49-3f838ca26f28,Rau nhút,https://firebasestorage.googleapis.com/v0/b/nongsan-3d7a3.appspot.com/o/products%2FRau%20nh%C3%BAt%2Fd1792065-dfd2-4000-8e4b-2cb5f8844eb3?alt=media&token=2dadd9c1-b280-41bf-be7d-dcc695e39f15
4858f914-3a37-4bbf-8f26-2de12a62db42,Ngò rí,https://firebasestorage.googleapis.com/v0/b/nongsan-3d7a3.appspot.com/o/products%2FNg%C3%B2%20r%C3%AD%2F9f6fc079-fd71-4d44-a5d3-6fc84fde3bf2?alt=media&token=00952e7f-c79d-43fa-af66-e7e5e0bbefff
f685cea6-faf6-4e8c-83a6-700140484490,Tía tô,https://th.bing.com/th/id/R.92fb5924f0f537935eba419cfe34d819?rik=fQOoMlaaha4i9w&pid=ImgRaw&r=0
595ecbc3-673a-4d2a-b389-1ab9820a0b33,Ổi Hồng,https://firebasestorage.googleapis.com/v0/b/storgeimage.appspot.com/o/Product%2Fimages.jpg?alt=media&token=c60ddced-4fb5-4ad8-a056-df1d6000ea6b
9b7dc030-0a26-4cb7-8545-f3f1b6e642ea,Rau thì là,https://th.bing.com/th/id/OIP.TsBovky3MbKND_zk5SnPcAHaFj?rs=1&pid=ImgDetMain
